creator_name,YT_Title,YT_id,YT_Username,Facebook_Username,Instagram handle,TikTok_Username,AdWords Placement,YT_content_owner,country,industry,property,Content Genre,themes,YT_category,Facebook_category,Twitch_URL,TikTok_URL,Tubular_Profile_URL,Feb_2024_YouTube_V30,Feb_2024_Facebook_V30,Feb_2024_Instagram_V30,Feb_2024_TikTok_V30,Feb_2024_YouTube_ER30,Feb_2024_Facebook_ER30,Feb_2024_Instagram_ER30,Feb_2024_TikTok_ER30,Feb_2024_YouTube_E30,Feb_2024_Facebook_E30,Feb_2024_Instagram_E30,Feb_2024_TikTok_E30,YT_Current_All_Time_Subscribers,Facebook_Current_All_Time_Followers,Instagram_Current_All_Time_Followers,Twitter_Current_All_Time_Followers,Twitch_Current_All_Time_Followers,TikTok_Current_All_Time_Followers,YT_Current_All_Time_Views,Facebook_Current_All_Time_Views,Instagram_Current_All_Time_Views,Twitter_Current_All_Time_Views,Twitch_Current_All_Time_Views,YT_Current_All_Time_Engagements,Facebook_Current_All_Time_Engagements,Instagram_Current_All_Time_Engagements,Twitter_Current_All_Time_Engagements,YT_Total_Uploads,Facebook_Total_Uploads,Instagram_Total_Uploads,Twitter_Total_Uploads,TikTok_Total_Uploads,30d_YT_Subscribers,30d_Facebook_Followers,30d_Instagram_Followers,30d_Twitter_Followers,30d_Twitch_Followers,30d_TikTok_Followers,Feb_2024_YT_Subscribers_Growth,Feb_2024_Facebook_Followers_Growth,Feb_2024_Instagram_Followers_Growth,Feb_2024_Twitter_Followers_Growth,Feb_2024_Twitch_Followers_Growth,Feb_2024_TikTok_Followers_Growth,Feb_2024_YT_Views,Feb_2024_Facebook_Views,Feb_2024_Instagram_Views,Feb_2024_Twitter_Views,Feb_2024_TikTok_Views,Feb_2024_YT_Views_Growth,Feb_2024_Facebook_Views_Growth,Feb_2024_Instagram_Views_Growth,Feb_2024_Twitter_Views_Growth,Feb_2024_TikTok_Views_Growth,Feb_2024_YT_Engagements,Feb_2024_Facebook_Engagements,Feb_2024_Instagram_Engagements,Feb_2024_Twitter_Engagements,Feb_2024_TikTok_Engagements,Feb_2024_YT_Engagements_Growth,Feb_2024_Facebook_Engagements_Growth,Feb_2024_Instagram_Engagements_Growth,Feb_2024_Twitter_Engagements_Growth,Feb_2024_TikTok_Engagements_Growth,influencer score,YT_last_upload_date,YT_%_30_days_sub_growth,Facebook_%_30_days_Followers_Growth,Instagram_%_30_days_Followers_Growth,Twitter_%_30_days_Followers_Growth,Twitch_%_30_days_Followers_Growth,TikTok_%_30_days_Followers_Growth,YT_uploads_last_30_days,TikTok_uploads_last_30_days,YT_audience_location_country_1,YT_audience_location_country_1_%,YT_audience_location_country_2,YT_audience_location_country_2_%,YT_audience_location_country_3,YT_audience_location_country_3_%,FB_audience_location_country_1,FB_audience_location_country_1_%,FB_audience_location_country_2,FB_audience_location_country_2_%,FB_audience_location_country_3,FB_audience_location_country_3_%,YT_male_all_%,YT_female_all_%,YT_demo_last_update,FB_demo_last_update,YT_gid,Facebook_gid,Instagram_gid,Twitter_gid,Twitch_gid,TikTok_gid
madeline,madelineargy,w24-aQvuVMP3C8gAduidPg,,,madelineargy,madelineargy,http://youtube.com/channel/UCw24-aQvuVMP3C8gAduidPg,,US,,,Entertainment,"vlog,cosmetics,advertising,episode,hair,attention deficit hyperactivity disorder",People & Blogs,,http://www.twitch.tv/madelineargy,https://www.tiktok.com/@madelineargy,https://tubularlabs.com/creator/4p39ZBqhsH03WA36w01,147144,,,6210000,2.3718,,,3.3041,6421,,,820733,498000,,1964168,1159,1484,5100000,14054533,,,,6333,600355,,,,50,,,,679,16000,,1564,0,-2,0,-0.6875,,4.820505200594353,,,0.0,615026,,,,65266943,-0.5906433682702784,,,,0.0,18296,,,,6818128,-0.6651721171970792,,,,-0.45175542318130435,563.7086727099341,20240401T110037Z,0.032128514056224,,0.0007962658998619264,0.0,-0.001347708894878,0.0,6,11,US,29.6875,GB,16.40625,CA,5.338541666666666,,,,,,,33.83309685250558,66.16690314749442,2024-03,,yta_w24-aQvuVMP3C8gAduidPg,,iga_897252962,twa_1286005227754344448,tta_madelineargy,tka_6692712593255990278
Cine Verse,Cine Verse,HyAypD-6c6MdOK0DCEhCLg,,,,,http://youtube.com/channel/UCHyAypD-6c6MdOK0DCEhCLg,,US,,,Entertainment,"film,plastic surgery,cosmetics,Emma Stone,celebrity,Zendaya,Netflix",People & Blogs,,,,https://tubularlabs.com/creator/492MXPyYJ03acChh01,172041,,,,1.7498,,,,5539,,,,30200,,,,,,33553291,,,,,1348584,,,,221,,,,,5100,,,,,,1.400187149095446,,,,,,16636112,,,,,1.737038148487433,,,,,647262,,,,,0.7945055462986323,,,,,563.5654734766558,20240406T150001Z,0.16887417218543002,,,,,,25,,US,52.67665952890792,GB,5.353319057815846,CA,3.8543897216274092,,,,,,,33.62665061580322,66.37334938419679,2024-03,,yta_HyAypD-6c6MdOK0DCEhCLg,,,,,
New Horizon Twins,New Horizon Twins,id6bl898RTyMoxVqRS4bow,,,,,http://youtube.com/channel/UCid6bl898RTyMoxVqRS4bow,,US,,,Family & Parenting,"mother,drawing,twin,cover version,cosmetics",Music,,,,https://tubularlabs.com/creator/5gjsb1h9W03bN3PZ01,6634,,,,1.4178,,,,173,,,,17300,,,,,,11753515,,,,,419934,,,,596,,,,,12560,,,,,,-0.29577464788732394,,,,,,415376,,,,,0.33146562639236593,,,,,7807,,,,,0.028590250329380763,,,,,563.1970719511139,20240406T182554Z,0.726011560693641,,,,,,66,,US,52.75590551181102,GB,21.25984251968504,CA,5.511811023622047,,,,,,,50.8386258931614,49.16137410683861,2024-03,,yta_id6bl898RTyMoxVqRS4bow,,,,,
Dianaboscan_,Dianaboscan_,im8EJW1iu3m8illLDmqyXA,,,dianaboscan_,dianaboscan_,http://youtube.com/channel/UCim8EJW1iu3m8illLDmqyXA,,US,,,Beauty,"Contouring,skin care,eyebrow,eyeliner,hair,foundation,cosmetics,lipstick",Entertainment,Health/beauty,,https://www.tiktok.com/@dianaboscan_,https://tubularlabs.com/creator/5UtfzTKY203RcZQo01,96917,,,468755,5.5923,,,1.5394,9972,,20711,28864,1000000,484145,844686,,,2100000,459317544,568,573388,,,40090545,7080410,11245699,,1289,529,946,,2960,21000,0,66855,,,0,2.1176470588235294,-0.3320117806977798,-0.6347458268875018,,,-1.0,22990135,0,,,25526551,1.5795709948412249,,,,-1.0,1812892,169219,634923,,964167,1.3602506467315807,-0.1662651196019018,-0.32650028322241337,,-0.5564268550820584,563.0042966379771,20240403T005430Z,0.021,0.0,0.079147754313437,,,0.0,9,45,MX,26.607319485657765,US,14.045499505440159,AR,12.561819980217606,,,,,,,26.14507183933432,73.85492816066568,2024-03,,yta_im8EJW1iu3m8illLDmqyXA,fba_106686205705987,iga_273942797,,,tka_6764218536455324678
Angelica Nyqvist,Angelica Nyqvist,tprmU3fba3sDaxxs-FjqwQ,,angelicanyqvistmakeup,angeschka,angeschka,http://youtube.com/channel/UCtprmU3fba3sDaxxs-FjqwQ,,US,,,Beauty,"palette,lip,foundation,face,cosmetics,blusher,concealer,eye shadow,Sephora,ColourPop Cosmetics,eye,lipstick",Entertainment,Public Figure,,https://www.tiktok.com/@angeschka,https://tubularlabs.com/creator/FZXT2YjRVa,17523,,,56204,6.8973,,,0.53,2223,,1786,1191,134000,1521,71832,7865,,8745,38149175,416,393599,2034,,3466237,18,718077,147,2147,1,431,2,395,0,0,-30,0,,112,,0.5454545454545454,-0.3707865168539326,,,1.7797619047619047,467211,0,,0,2242209,-0.15941275424376816,,,,1.7797619047619047,43367,0,19098,0,45767,-0.14954993822681545,,-0.4519628099173554,,5.641561456972863,562.7302099765806,20240404T153749Z,0.0,0.0,-0.000417641162712997,0.0,,0.012807318467695,11,8,US,58.37150127226464,CA,5.6997455470737926,GB,3.867684478371501,,,,,,,5.268205587432147,94.73179441256785,2024-03,,yta_tprmU3fba3sDaxxs-FjqwQ,fba_697443373689466,iga_24112452,twa_158746430,,tka_6815273686716335109
OHEMAA,OHEMAA,YaW8i4ULhVoFPjC8uSRmsQ,misjaguar,oobonsu,akhwat.muslimm,ohemaabonsu,http://youtube.com/channel/UCYaW8i4ULhVoFPjC8uSRmsQ,,US,,,Beauty,"lip,skin,blusher,Contouring,cosmetics,lip liner,dark skin,lipstick,eye shadow,concealer,foundation,highlighter",Howto & Style,Blogger,,https://www.tiktok.com/@ohemaabonsu,https://tubularlabs.com/creator/9bHwk9XYQ9,56809,,,54809,4.3221,,,1.774,4517,,108,3889,365000,5903,196909,,,215400,106245390,422754,3972942,17873,,7297249,29885,1842606,1144,946,630,659,71,782,2000,0,-364,,,-400,0.4,,,,,8.5,4003593,42,,0,1828266,0.32220103461850425,-0.023255813953488372,,,8.5,213040,457,16,0,113163,0.6151997391904289,3.711340206185567,-0.9712746858168761,,0.7276530129311003,562.7190993836034,20240405T011401Z,0.005479452054794,0.0,-0.001848569643845,,,-0.0018570102135560002,10,15,US,66.60714285714285,CA,5.892857142857142,GB,5.178571428571429,US,87.52886836027713,GH,1.84757505773672,FR,1.15473441108545,8.501674685038125,91.49832531496187,2024-03,2018-02,yta_YaW8i4ULhVoFPjC8uSRmsQ,fba_1743708872550670,iga_1369612690,twa_822114285119676416,,tka_6642241489488429062
Maya Galore,Maya Galore,jRoxFS4bC9iytqPZaAJkRQ,,,maya_galore,mayagalore,http://youtube.com/channel/UCjRoxFS4bC9iytqPZaAJkRQ,,US,,,Beauty,"palette,lip,eye,dating,foundation,face,eyebrow,vlog,cosmetics,eyelash,concealer,skin",Howto & Style,,,https://www.tiktok.com/@mayagalore,https://tubularlabs.com/creator/QIK4g9T5co,57496,,,299427,4.1544,,,3.3632,4395,,4188,40281,502000,,119820,,,24500,27515291,,3421429,,,1604922,,1173339,,469,,370,,225,1000,,1701,,,-100,0.0,,-0.3189845474613687,,,-0.8478156505040807,421438,,,,1189703,-0.24382681714603557,,,,-0.8478156505040807,34790,,8400,,49445,-0.15819783197831977,,-0.6321597477666842,,-0.8447513100923423,562.4910113682013,20240403T170419Z,0.001992031872509,,0.014196294441662,,,-0.004081632653061,15,2,US,85.65891472868216,GB,3.359173126614987,CA,3.10077519379845,,,,,,,4.922242991612756,95.07775700838724,2024-03,,yta_jRoxFS4bC9iytqPZaAJkRQ,,iga_221526211,,,tka_6674668861775741957
AlexandrasGirlyTalk,AlexandrasGirlyTalk,zEolHECo7JmmkWMGDYaSOA,alexandrasgirlytalk,alexandrasgirlytalk,alexandrasgirlytalk,,http://youtube.com/channel/UCzEolHECo7JmmkWMGDYaSOA,,US,,,Beauty,"facial,fashion,hair,shaving,lip,cosmetics,nail,clothing,skin care,depilation,eyebrow,skin",Howto & Style,Blogger,,,https://tubularlabs.com/creator/NfQIAuu4ch,38646,,,,1.654,,,,1176,,,,3700000,104525,139390,2918,,,486822055,301594,1693527,2718,,12695973,5058,385531,81,360,39,117,3,,0,0,-366,0,,,,,,,,,518267,15,,0,,-0.3577864215781641,-0.2857142857142857,,,,10152,0,58,0,,-0.4717727249076435,,-0.96375,,,562.3410662977186,20240322T153806Z,0.0,0.0,-0.0026257263792230003,0.0,,,2,,US,53.31125827814569,DE,6.125827814569536,CA,5.960264900662252,,,,,,,4.302576281574224,95.69742371842577,2024-03,,yta_zEolHECo7JmmkWMGDYaSOA,fba_867534396629904,iga_219781362,twa_132209128,,
Kiana Davis,Kiana Davis,5VpGrdiDN5Z6RBr6DGZQRw,,,,,http://youtube.com/channel/UC5VpGrdiDN5Z6RBr6DGZQRw,,US,,,Beauty,"vlog,lip,Charlotte Tilbury,curly hair,cosmetics,blusher,clothing,skin care,hairstyle,concealer,hair,skin",People & Blogs,,,,https://tubularlabs.com/creator/6p3JMbJx2x03YoFfR01,36300,,,,3.1461,,,,2101,,,,219000,,,,,,25421883,,,,,1287368,,,,152,,,,,12000,,,,,,0.55,,,,,,9009750,,,,,3.68792194419397,,,,,493719,,,,,3.518505298995113,,,,,562.264001288089,20240405T220111Z,0.054794520547945,,,,,,9,,US,50.4,GB,6.742857142857144,CA,4.457142857142857,,,,,,,31.368452246235105,68.63154775376489,2024-03,,yta_5VpGrdiDN5Z6RBr6DGZQRw,,,,,
KathleenLights,KathleenLights,8v4vz_n2rys6Yxpj8LuOBA,kathleenlights,kathleenfuentes,kathleenlights,kathleenlights,http://youtube.com/channel/UC8v4vz_n2rys6Yxpj8LuOBA,,US,,,Beauty,"eyebrow,nail,palette,lip,foundation,cosmetics,face,concealer,blusher,eye shadow,eye,skin",Howto & Style,Blogger,,https://www.tiktok.com/@kathleenlights,https://tubularlabs.com/creator/DWMIUHEY50,102752,,,474455,3.1929,,,1.164,6036,,81528,22091,4110000,134947,2144088,603549,,628000,658289879,253555,24631791,2859021,,27868336,18715,5218803,141228,1254,26,152,33,340,-10000,0,-11549,0,,1900,,,,,,-0.0625,488106,17,,0,1934132,-0.1387099335644901,0.0625,,,-0.0625,21856,5,37098,0,96141,-0.11053231320201856,-0.5,-0.46418822305992463,,0.13627069766342437,562.1831759543668,20240405T142211Z,-0.00243309002433,0.0,-0.005386439362563,0.0,,0.003025477707006,4,9,US,69.1340782122905,CA,4.958100558659218,GB,2.44413407821229,US,51.29504504504504,PH,6.193693693693693,BD,4.673423423423424,3.923961562987884,96.07603843701212,2024-03,2018-02,yta_8v4vz_n2rys6Yxpj8LuOBA,fba_1741482966107915,iga_347738720,twa_1589828544,,tka_6784638471329088518
Luna Martínez ,Luna Martínez ,4mg-nKTVI9CWodPPqB5d3A,themuffinmarce,lunamartinezoficial,lunamartinezoficial,,http://youtube.com/channel/UC4mg-nKTVI9CWodPPqB5d3A,,US,,,Entertainment,cosmetics,Entertainment,Blogger,http://www.twitch.tv/lunamartinez,,https://tubularlabs.com/creator/kAhZyksdL6,209523,,,,4.9881,,,,19230,,10783,,715000,136008,279119,,113896,,133644972,3506283,2894271,162845,2930987,8497833,363062,3188395,17703,352,339,213,18,996,6000,0,753,,579,,1.0,,,,-1.091549295774648,,1251632,515,,0,0,0.27975722452334967,-0.34478371501272265,,,,80365,2,30510,0,0,0.7109857355758995,1.0,-0.4786308720244707,,,561.872395348769,20240402T195803Z,0.008391608391608001,0.0,0.0026977740676910004,,0.005083585024935,,2,0,MX,50.49627791563276,AR,11.104218362282877,CL,8.6848635235732,,,,,,,26.139015189654476,73.86098481034554,2024-03,,yta_4mg-nKTVI9CWodPPqB5d3A,fba_1158060214211331,iga_654758192,twa_29116358,tta_lunamartinez,tka_6635792037553848326
Darcy McQueeny Fan,Darcy McQueeny Fan,PzCkwKELZQrPOMwW0qEU-A,,,,,http://youtube.com/channel/UCPzCkwKELZQrPOMwW0qEU-A,,US,,,Beauty,"hair,Sephora,unboxing,boyfriend,haul video,Toks,skin care,travel,cosmetics,lip,food,autonomous sensory meridian response",People & Blogs,,,,https://tubularlabs.com/creator/6HKxLKZNQ03b9eF601,92319,,,,2.5395,,,,4313,,,,111000,,,,,,78069633,,,,,3270168,,,,580,,,,,16800,,,,,,1.010752688172043,,,,,,28499687,,,,,1.5537958066391535,,,,,1177467,,,,,1.5537151904224864,,,,,561.79331701899,20240406T190052Z,0.151351351351351,,,,,,52,,US,78.04154302670622,GB,5.934718100890208,CA,3.857566765578635,,,,,,,26.286410251407546,73.71358974859245,2024-03,,yta_PzCkwKELZQrPOMwW0qEU-A,,,,,
Megha Singh,Megha Singh,xRHwBqbisdi_6sRbeoffmw,meghas163,,,,http://youtube.com/channel/UCxRHwBqbisdi_6sRbeoffmw,,US,,,Beauty,"hair,Contouring,lip,blusher,cosmetics,hairstyle",Howto & Style,,,,https://tubularlabs.com/creator/4n2js2Dw2y03W6VdU01,36146,,,,1.4964,,,,999,,,,105000,,,,,,171990813,,,,,4662410,,,,5597,,,,,10000,,,,,,4.571428571428571,,,,,,12667446,,,,,2.970350204089564,,,,,392963,,,,,3.1629200389847028,,,,,561.2529042073148,20240407T004619Z,0.09523809523809501,,,,,,31,,US,55.59322033898305,GB,11.525423728813559,CA,4.406779661016949,,,,,,,26.997711060010058,73.00228893998994,2024-03,,yta_xRHwBqbisdi_6sRbeoffmw,,,,,
Olivia Yang,Olivia Yang,387lnFUWUnt83_ok9B3PCg,,,,,http://youtube.com/channel/UC387lnFUWUnt83_ok9B3PCg,,US,,,Beauty,"skin care,hair care,cosmetics,autonomous sensory meridian response,vlog",People & Blogs,,,,https://tubularlabs.com/creator/3d2VeXFQJr03b2ZJz01,,,,,,,,,,,,,437000,,,,,,53605834,,,,,2809432,,,,21,,,,,38000,,,,,,-0.7005649717514124,,,,,,7039827,,,,,-0.7286735336303738,,,,,341467,,,,,-0.7378831191161931,,,,,561.0102821428854,20240302T110046Z,0.08695652173913,,,,,,0,,US,33.849557522123895,BR,4.6460176991150455,GB,4.6460176991150455,,,,,,,24.01626298005001,75.98373701995,2024-03,,yta_387lnFUWUnt83_ok9B3PCg,,,,,
Darcy McQueeny,Darcy McQueeny, -A9gAinrAUGj5LiERnv_vQ,,kitchenqueeny,darcymcqueeny,darcy_mcqueeny,http://youtube.com/channel/UC-A9gAinrAUGj5LiERnv_vQ,,US,,,Beauty,"shopping,food,vlog,haul video,hair,cosmetics,boyfriend,nail,unboxing,Sephora,travel,skin care",People & Blogs,Video creator,,https://www.tiktok.com/@darcy_mcqueeny,https://tubularlabs.com/creator/St2Ld2iDTB03RM4W601,224270,,,,2.9574,,,,12203,,19090,,224000,6722,531814,,,70900,144557340,1566,0,,,8521152,23419,3734730,,585,21,216,,94,49000,0,29744,,,-400,-0.5,,-1.3496961944355612,,,,7587815,522,,,13198,-0.4683340653143842,0.017543859649122806,,,,326740,7,698436,,269,-0.2712698692371685,6.0,-0.11633220856217809,,-0.3241206030150754,560.6868623921962,20240406T200001Z,0.21875000000000003,0.0,0.055929328675063006,,,-0.005641748942172,75,0,US,77.10843373493977,GB,3.91566265060241,CA,3.91566265060241,,,,,,,29.94562544768712,70.05437455231288,2024-03,,yta_-A9gAinrAUGj5LiERnv_vQ,fba_112433513886465,iga_210114188,,,tka_7084012831364121642
REGINA ENTERTAINMENT TV,REGINA ENTERTAINMENT TV,ABJ-VOVojl3nx9XrLfzJzw,,,,,http://youtube.com/channel/UCABJ-VOVojl3nx9XrLfzJzw,,US,,,Entertainment,"dance,cosmetics,fashion in Nigeria,fashion,viral phenomenon",People & Blogs,,,,https://tubularlabs.com/creator/3s6C1U3jF03YhwTf01,101602,,,,2.4088,,,,4503,,,,308000,,,,,,99548428,,,,,4090506,,,,609,,,,,46000,,,,,,0.024390243902439025,,,,,,19980832,,,,,0.2166160424056454,,,,,832974,,,,,0.21579857690202517,,,,,560.5509661278275,20240406T143854Z,0.149350649350649,,,,,,40,,US,49.049429657794676,GB,16.730038022813687,NG,4.562737642585551,,,,,,,36.79817674452633,63.20182325547368,2024-03,,yta_ABJ-VOVojl3nx9XrLfzJzw,,,,,
Ruth,Rxthism,W4uImbQhpm66Dc6P5QPJGw,,,rxthism,rxthism,http://youtube.com/channel/UCW4uImbQhpm66Dc6P5QPJGw,,US,,,Beauty,"nail,lip,lip liner,cosmetics,lipstick,makeover",People & Blogs,,,https://www.tiktok.com/@rxthism,https://tubularlabs.com/creator/7Cn8TdLuF03RWMs201,18271,,,886692,2.0261,,,2.4228,681,,90811,85929,26500,,88308,,,1500000,22257440,,0,27174,,1249930,,7385664,518,146,,312,15,1085,4100,,-588,,,0,54.80952380952381,,-0.968609865470852,,,,9997201,,,0,11427766,77.29642711694495,,,,,594957,,34293,0,331853,115.88742632612967,,-0.7903274127969184,,-0.8485592610069064,560.203259614083,20240323T182512Z,0.15471698113207502,,-0.006658513384970001,,,0.0,7,13,US,58.9041095890411,CA,7.448630136986302,GB,5.907534246575342,,,,,,,29.670925771796092,70.32907422820391,2024-03,,yta_W4uImbQhpm66Dc6P5QPJGw,,iga_2189901938,twa_818300001637912576,,tka_6745592663427269638
Emily Noel,Emily Noel,tC8m_F7jX2fGOQ3_nomg4g,emilynoel83,beautybroadcast,emilynoel83,,http://youtube.com/channel/UCtC8m_F7jX2fGOQ3_nomg4g,,US,,,Beauty,"eye shadow,face,blusher,eye,vlog,concealer,cosmetics,foundation,palette,lip,Sephora,lipstick",Howto & Style,Public Figure,,,https://tubularlabs.com/creator/opqAAEZyJM,31889,,,,6.0957,,,,3576,,3402,,989000,426395,248271,81778,,,242422798,690842,700066,32099,,11769699,47378,389324,2052,2474,20,92,8,,-1000,0,-400,0,,,,,,,,,505817,5,,0,,-0.07101927322281933,-0.6153846153846154,,,,45226,0,244,0,,-0.09733948066982016,-1.0,-0.9652124322783006,,,560.1959047041466,20240406T123204Z,-0.001011122345803,0.0,-0.0016111426626540001,0.0,,,12,,US,83.50186269292178,CA,5.26875997871208,GB,2.022352315061202,US,45.71135079609656,IN,10.426296866974834,BD,5.187467899332306,3.4477295905016643,96.55227040949833,2024-03,2018-02,yta_tC8m_F7jX2fGOQ3_nomg4g,fba_71873321478,iga_18583000,twa_15501577,,
Its KiannaJay,Its KiannaJay,16NT3_Eu4xSiKzZnalxT5g,,,therealkiannajay,,http://youtube.com/channel/UC16NT3_Eu4xSiKzZnalxT5g,"Studio71_2_4,Studio71",US,,,People & Blogs,"Internet meme,Twitter,social media,practical joke,boyfriend,intimate relationship,vlog,cosmetics,girlfriend,humor,viral phenomenon",People & Blogs,,,,https://tubularlabs.com/creator/Pi90AkH49x,147125,,,,2.2045,,,,5967,,13818,,1260000,,944846,4407,,,152264208,,11642450,3798,,7264005,,6802929,46,752,,485,10,,10000,,9873,0,,,0.0,,-1.0765243149839545,,,,1749428,,,0,,-0.040019579028928456,,,,,45442,,48598,0,,-0.07889082579965136,,-0.5635210748960401,,,559.6106956828336,20240329T211342Z,0.007936507936507001,,0.010449321900076,0.0,,,7,,US,90.76246334310851,CA,3.665689149560117,GB,1.026392961876832,,,,,,,20.225704389889817,79.7742956101102,2024-03,,yta_16NT3_Eu4xSiKzZnalxT5g,,iga_235053320,twa_64543911,,
Angelika Oles,Angelika Oles,qBdhITIto1mF0k8C8t313w,,,angelikaoles._,angelikaoles,http://youtube.com/channel/UCqBdhITIto1mF0k8C8t313w,,US,,,Music & Dance,"Tana Mongeau,James Charles,cosmetics,David Dobrik,satire,Trisha Paytas,vlog,Jeffree Star,lipstick",Entertainment,,,https://www.tiktok.com/@angelikaoles,https://tubularlabs.com/creator/bWfBcntfVn,85885,,,,2.4754,,,,3911,,,,510000,,63036,103934,,75200,174459129,,14415,1171454,,8093530,,90245,38708,747,,30,16,193,1000,,-397,0,,-200,,,,,,,1377044,,,0,43236,0.14743435377012215,,,,,62943,,3943,0,361,0.2032229698730693,,218.05555555555554,,-0.9108421832551247,559.3994928789356,20240405T213818Z,0.001960784313725,,-0.006297988451043001,0.0,,-0.002659574468085,12,0,US,56.192959582790095,GB,9.550195567144721,CA,6.3559322033898304,,,,,,,11.520778234635642,88.47922176536437,2024-03,,yta_qBdhITIto1mF0k8C8t313w,,iga_455601113,twa_740584184784277504,,tka_6728904390366069765
Woliee,Woliee,uNvlnCjJjkL-3dUoTKdFDw,,,,,http://youtube.com/channel/UCuNvlnCjJjkL-3dUoTKdFDw,,US,,,People & Blogs,"husband,Valentine's Day,lip,marriage,cosmetics,make-up artist,intimate relationship,love,wife,lipstick",People & Blogs,,,,https://tubularlabs.com/creator/5HyQpoQj203bkBaW01,98360,,,,2.1137,,,,3825,,,,28700,,,,,,23428147,,,,,821591,,,,147,,,,,600,,,,,,42.28382838283829,,,,,,10320057,,,,,35.5720841720296,,,,,395208,,,,,90.22991689750693,,,,,558.9327774061312,20240404T220953Z,0.020905923344947,,,,,,17,,US,66.93227091633466,GB,4.9800796812749,CA,4.7808764940239055,,,,,,,34.87932902110234,65.12067097889766,2024-03,,yta_uNvlnCjJjkL-3dUoTKdFDw,,,,,
chooseABCD,chooseABCD,7BKkog5pAIZAxK7RnA9ZTA,,,,,http://youtube.com/channel/UC7BKkog5pAIZAxK7RnA9ZTA,,US,,,Entertainment,"cosmetics,humor,viral video,viral phenomenon,makeover,short film,TikTok,reaction video,comedy,YouTube",Comedy,,,,https://tubularlabs.com/creator/6p2mfijEq103a3CmV01,,,,,,,,,,,,,163000,,,,,,42886574,,,,,1461154,,,,482,,,,,22000,,,,,,0.0,,,,,,1186653,,,,,-0.2540789361199254,,,,,19583,,,,,-0.0662311653633416,,,,,557.5664765761702,20231020T121131Z,0.134969325153374,,,,,,0,,US,50.0,BR,8.854166666666668,GB,3.645833333333333,,,,,,,39.25925441813918,60.74074558186082,2024-03,,yta_7BKkog5pAIZAxK7RnA9ZTA,,,,,
KALI LEDGER,KALI LEDGER,cSvsPQ2VBTiNSCsWJLOvIA,,,,,http://youtube.com/channel/UCcSvsPQ2VBTiNSCsWJLOvIA,,US,,,Beauty,"highlighter,eye,skin care,eyebrow,cosmetics,lipstick,lip,Contouring,makeover,make-up artist,eyeliner,skin",Howto & Style,,,,https://tubularlabs.com/creator/483MxzKkkJ03YtZsS01,194855,,,,4.3735,,,,15680,,,,760000,,,,,,159004216,,,,,12348462,,,,212,,,,,12000,,,,,,-0.21875,,,,,,6111398,,,,,-0.12286723218981002,,,,,395613,,,,,-0.08776618435464345,,,,,557.4715753033763,20240319T171155Z,0.015789473684210003,,,,,,1,,US,41.01818181818182,BR,5.309090909090909,GB,4.872727272727273,,,,,,,19.46262982855031,80.53737017144971,2024-03,,yta_cSvsPQ2VBTiNSCsWJLOvIA,,,,,
Ur_localpreppy,Ur_localpreppy,PpRxl8VlZKFBVeRPClsAiQ,,,,,http://youtube.com/channel/UCPpRxl8VlZKFBVeRPClsAiQ,,US,,,Entertainment,"cosmetics,cover version,reggae,dance,skin care",People & Blogs,,,,https://tubularlabs.com/creator/7XKH58c5V03buvcT01,3915,,,,1.3726,,,,106,,,,65100,,,,,,11217605,,,,,505397,,,,1248,,,,,10700,,,,,,102.39375,,,,,,5819292,,,,,192.92468675019995,,,,,300833,,,,,178.17391304347825,,,,,557.4506709423298,20240405T204419Z,0.16436251920122802,,,,,,87,,US,66.66666666666666,GB,13.333333333333334,CA,6.666666666666667,,,,,,,36.08475175688791,63.915248243112096,2024-03,,yta_PpRxl8VlZKFBVeRPClsAiQ,,,,,
Sarah Lavender ASMR,Sarah Lavender ASMR,DwR_uew-XkbO0RjUAgrUug,,,mslilak,sarah.lavender,http://youtube.com/channel/UCDwR_uew-XkbO0RjUAgrUug,,US,,,Entertainment,"autonomous sensory meridian response,cosmetics,humor,medical treatment,Twitter,Instagram,hair",Entertainment,,http://www.twitch.tv/sarah_lavender,https://www.tiktok.com/@sarah.lavender,https://tubularlabs.com/creator/71TrPX1uy03RwbqF01,144735,,,,1.4644,,,,3899,,,,360000,,1188,1183,5900,19000,69778330,,0,103,142720,1486974,,255,9,302,,9,2,334,7000,,-4,0,16,0,-0.125,,,,-0.17857142857142858,,2249085,,,0,31507,-0.03579182121709426,,,,,39968,,0,0,589,-0.07892978130113151,,,,7.180555555555555,557.4161236115722,20240401T003001Z,0.019444444444444,,-0.0033670033670030004,0.0,0.0027118644067790003,0.0,6,3,US,53.90781563126252,GB,8.016032064128256,CA,6.412825651302604,,,,,,,53.716032374720164,46.283967625279836,2024-03,,yta_DwR_uew-XkbO0RjUAgrUug,,iga_39151758,twa_22642676,tta_sarah_lavender,tka_6785876326068339718
