,Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author,transcript,thumbnail_url,title,view_count,length,publish_date,author
722,Practical Strategies for Action! Comments!!! #motivation #productivity #procrastination #discipline,youtube,www.youtube.com/watch?v=qTS4qAeeT-w,qTS4qAeeT-w,https://www.youtube.com/watch?v=qTS4qAeeT-w,Education,2000,,,1977.0,1983.0,1992.0,56,,,1.368399977684021,1.463199973106384,1.527899980545044,,,56.0,56.0,56.0,55,1,,,,,,,,,,,,,,,,2023-12-30 14:54,Wellnessupdatehub,,,,_B07pyGXag4ST6wDD3dymQ,10,False,,,,nan,nan,nan,,,nan,nan
723,"The Loop Making Game, Producer Link-Ups, & Procrastination  | Producer Diaries Episode #4",youtube,www.youtube.com/watch?v=fsnMSKNhFNI,fsnMSKNhFNI,https://www.youtube.com/watch?v=fsnMSKNhFNI,People & Blogs,821,,,379.0,544.0,821.0,56,,,,,,,,40.0,47.0,56.0,49,7,,,,,,,,,,,,,,,Music,2024-01-29 08:00,Producer Diaries Podcast,,,,SqRhaVs0zrWvKVVP9JfIng,4609,False,,,,nan,nan,nan,,,nan,nan
724,NEW Surprising Brain Hack for Procrastination,youtube,www.youtube.com/watch?v=cn5zPreCc0E,cn5zPreCc0E,https://www.youtube.com/watch?v=cn5zPreCc0E,Entertainment,361,,,,,,56,,,,,,,,,,,48,8,,,,,,,,,,,,,,,Health,2023-12-27 15:00,The Remmert Method,2910.0,US,General Interest,tdnsCHhwORCh5lu89dD1Sg,280,False,,,,nan,nan,nan,,,nan,nan
725,Procrastination is a form of self sabotage - The Find Your Balance Podcast,youtube,www.youtube.com/watch?v=RmF0rhLpxfQ,RmF0rhLpxfQ,https://www.youtube.com/watch?v=RmF0rhLpxfQ,People & Blogs,1685,,1682.0,1684.0,1685.0,1685.0,56,,1.493000030517578,1.5759999752044669,1.687000036239624,1.80620002746582,,56.0,56.0,56.0,56.0,56,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-13 06:55,Body By Madison,,,,3cDMYwQvdPCVINY1LQ5pyQ,50,False,,,,nan,nan,nan,,,nan,nan
726,Ali Abdaal's Secret Tool for Beating Procrastination: What Is It?,youtube,www.youtube.com/watch?v=o_oe7HfYBCI,o_oe7HfYBCI,https://www.youtube.com/watch?v=o_oe7HfYBCI,Education,2280,2160.0,2204.0,2275.0,2275.0,2277.0,56,1.059299945831298,1.134299993515014,1.146700024604797,1.229900002479553,1.336599946022033,54.0,55.0,54.0,54.0,56.0,54,2,,,,,,,,,,,,,,,,2023-12-24 15:15,Creators Toolbox,994.0,US,Entertainment,NMN9C_fF1Ou5fGXvCfg-WQ,39,False,,,,nan,nan,nan,,,nan,nan
727,ਸਭ ਤੋਂ ਖਤਰਨਾਕ ਆਦਤ ਜੋ ਅਸਫਲਤਾ ਵੱਲ ਲੈ ਜਾਂਦੀ ਹੈ | Procrastination | RED FM Canada,youtube,www.youtube.com/watch?v=jBXkFUTD6_A,jBXkFUTD6_A,https://www.youtube.com/watch?v=jBXkFUTD6_A,Entertainment,2710,1765.0,2158.0,2336.0,2530.0,2683.0,56,1.224400043487548,1.116400003433227,1.096099972724914,1.1469000577926631,1.17490005493164,51.0,53.0,53.0,56.0,58.0,53,3,,,,,,,,,,,https://www.facebook.com/150579395060446?brand_redir=DISABLE,redfmvancouver,https://www.tiktok.com/@redfmvancouver,,Society,2023-12-28 01:00,RED FM CANADA,218000.0,CA,Entertainment,JIm1D-dm48jTpnSrUAm12Q,2186,False,,,,nan,nan,nan,,,nan,nan
728,How To ELIMINATE Procrastination |Professor Andrew Huberman,youtube,www.youtube.com/watch?v=momRheCQhEc,momRheCQhEc,https://www.youtube.com/watch?v=momRheCQhEc,Education,1671,,,1206.0,1632.0,1659.0,56,,,1.547299981117248,1.7282999753952022,1.844599962234497,,,39.0,55.0,56.0,49,7,,,,,,,,,,,,,,,Society,2024-01-08 17:15,HePlus+,,,,vVe5xVBL7uLApuhA9gE3YQ,452,False,,,,nan,nan,nan,,,nan,nan
729,Struggling With Procrastination Sucks.,youtube,www.youtube.com/watch?v=IgQ8iMgnifY,IgQ8iMgnifY,https://www.youtube.com/watch?v=IgQ8iMgnifY,Gaming,730,,,609.0,696.0,,56,,,3.579799890518188,3.898799896240234,,,,46.0,54.0,,39,17,,,,,,,,,,,,,,,"Action-adventure game,Action game,Role-playing video game,Video game culture",2024-03-03 18:00,David Ryb,,,,DJjMx2zk9Ct1O8d-6yOckg,756,False,,,,nan,nan,nan,,,nan,nan
730,When you are cutting it close to the due date #shorts #school #homework #procrastination,youtube,www.youtube.com/watch?v=zNoeiezknWE,zNoeiezknWE,https://www.youtube.com/watch?v=zNoeiezknWE,People & Blogs,2585,,2581.0,2584.0,2583.0,2585.0,55,,0.9642000198364252,1.018399953842163,1.092000007629394,1.162700057029724,,55.0,55.0,55.0,55.0,53,2,,,,,,,,,,,,,,,"Entertainment,Film",2024-01-29 01:16,The Daily Shorty,,,,i__CZPtD9B-jKqspJRTvKQ,14,False,,,,nan,nan,nan,,,nan,nan
731,Overcoming Procrastination  How to Take Action Even When You Don't Feel Like It,youtube,www.youtube.com/watch?v=JF47oDfGjsg,JF47oDfGjsg,https://www.youtube.com/watch?v=JF47oDfGjsg,Entertainment,2544,,2531.0,2538.0,2542.0,2544.0,55,,0.939000010490417,1.026999950408935,1.098299980163574,1.174999952316284,,53.0,55.0,55.0,55.0,55,0,,,,,,,,,,,,,,,,2024-02-01 03:30,Mythical Minds,,,,O6_TG-2lXdGF2DsQo8xX3w,59,False,,,,nan,nan,nan,,,nan,nan
732,FOR MY MALE AUDIENCE PART 3🤩🤯 #Shorts #dopaminedetox #procrastination #motivation#viral,youtube,www.youtube.com/watch?v=1-czN9Ys6Qs,1-czN9Ys6Qs,https://www.youtube.com/watch?v=1-czN9Ys6Qs,Education,260,,,,,,55,,,,,,,,,,,47,8,,,,,,,,,,,,,,,Lifestyle,2024-01-03 08:43,DOPAMINE FREEDOM,3020.0,DK,General Interest,C2uBTHyg9XAeVm6sSH9zaQ,30,False,,,,nan,nan,nan,,,nan,nan
733,#ai #aiart #metal #ironmaiden - 🚫Procrastination is a bad habit.⏰Break it and be productive.🎯,youtube,www.youtube.com/watch?v=N5YaqDjG518,N5YaqDjG518,https://www.youtube.com/watch?v=N5YaqDjG518,Entertainment,406,,,,,,55,,,,,,,,,,,53,2,,,,,,,,,,,,,,,"Music,Rock music",2024-02-16 15:39,Guides to Power,4360.0,US,General Interest,16e3H9KuXr_RVu9jiIxVrA,60,False,,,,nan,nan,nan,,,nan,nan
734,THAT #MARYJANE U #LOVE SO MUCH HAS A #PROCRASTINATION #SPIRIT ON IT #smoker #high #shorts #subscribe,youtube,www.youtube.com/watch?v=YSZgQWwZr4o,YSZgQWwZr4o,https://www.youtube.com/watch?v=YSZgQWwZr4o,Entertainment,574,97.0,461.0,521.0,535.0,574.0,55,10.395899772644045,3.890899896621704,4.548299789428711,4.933800220489502,5.207499980926514,24.0,40.0,50.0,52.0,55.0,55,0,,,,,,,,,,,https://www.facebook.com/342773533005223?brand_redir=DISABLE,iuicatx,https://www.tiktok.com/@iuicaustin,,Religion,2024-02-10 04:30,IUIC Austin,21500.0,US,Education,bX7FFYlbAXzEqQonF0Lu7A,58,False,,,,nan,nan,nan,,,nan,nan
735,6 things to stop PROCRASTINATION AS A MUSLIM,youtube,www.youtube.com/watch?v=Igbq4Div2vo,Igbq4Div2vo,https://www.youtube.com/watch?v=Igbq4Div2vo,Education,905,,,504.0,712.0,,55,,,2.726999998092651,3.1760001182556152,,,,29.0,45.0,,53,2,,,,,,,,,,,,,,,Religion,2024-03-02 14:35,Islamovement,,,,gnJ3wDuGklCu1agCeCt4LQ,363,False,,,,nan,nan,nan,,,nan,nan
736,This video will kill your Procrastination forever | watch this video to improve productivity,youtube,www.youtube.com/watch?v=yR9ku_8Ffmc,yR9ku_8Ffmc,https://www.youtube.com/watch?v=yR9ku_8Ffmc,People & Blogs,1507,,,1124.0,1317.0,1507.0,54,,,1.6865999698638912,1.811499953269958,1.947399973869323,,,40.0,47.0,54.0,47,7,,,,,,,,,,,,,,,,2024-02-07 06:30,AARAV,,,,T9OoA5x8AQLvlZnmWsAAiw,281,False,,,,nan,nan,nan,,,nan,nan
737,Reiki ASMR Procrastination | Powerful Healing Session,youtube,www.youtube.com/watch?v=AA4zeHhJQo4,AA4zeHhJQo4,https://www.youtube.com/watch?v=AA4zeHhJQo4,Education,545,,418.0,489.0,545.0,,54,,,,,,,48.0,54.0,54.0,,50,4,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-03-09 17:26,Reiki with Albert,,,,zKXPUGiowKMh8LJJWafybg,1002,False,,,,nan,nan,nan,,,nan,nan
738,Apa itu Procrastination? dan apa dampak buruknya bagi kita? - Arti dan Pengetahuan,youtube,www.youtube.com/watch?v=YgTa3rDnExw,YgTa3rDnExw,https://www.youtube.com/watch?v=YgTa3rDnExw,People & Blogs,1097,,,750.0,879.0,1074.0,54,,,2.360399961471557,2.508699893951416,2.645699977874756,,,37.0,43.0,52.0,52,2,,,,,,,,,,,,,,,"Health,Knowledge",2024-01-11 09:00,Herodotos,7000.0,ID,General Interest,R3kM6cetIHYv6e6IZMxbMw,765,False,,,,nan,nan,nan,,,nan,nan
739,"#ai #aiart #metal #ironmaiden - Beat procrastination! 🚨 Small steps, big wins! 💥🏃‍♀️",youtube,www.youtube.com/watch?v=3BLuJoOpp5I,3BLuJoOpp5I,https://www.youtube.com/watch?v=3BLuJoOpp5I,Entertainment,564,,,339.0,480.0,,54,,,,,,,,38.0,49.0,,54,0,,,,,,,,,,,,,,,"Music,Rock music",2024-02-23 03:11,Guides to Power,4360.0,US,General Interest,16e3H9KuXr_RVu9jiIxVrA,28,False,,,,nan,nan,nan,,,nan,nan
740,Procrastination queen 👑#fypシ #schoolwork #school #relatable,youtube,www.youtube.com/watch?v=M-ae6uP3EvQ,M-ae6uP3EvQ,https://www.youtube.com/watch?v=M-ae6uP3EvQ,People & Blogs,884,561.0,592.0,611.0,764.0,860.0,54,1.896299958229065,2.216599941253662,2.584199905395508,3.087699890136718,3.367599964141845,25.0,29.0,33.0,46.0,53.0,52,2,,,,,,,,,,,,,,,Lifestyle,2024-01-14 23:34,Aria,4820.0,US,Entertainment,uhY4pbnsjC8gb08z0bQG4A,5,False,,,,nan,nan,nan,,,nan,nan
741,Bulk green beans + procrastination + Nesco Smart Canner = BRILLIANT! #canning #canningandpreserving,youtube,www.youtube.com/watch?v=lkjNlVNWY8I,lkjNlVNWY8I,https://www.youtube.com/watch?v=lkjNlVNWY8I,Howto & Style,2589,2457.0,2481.0,2487.0,2531.0,2589.0,54,0.7865999937057491,0.885699987411499,0.9527999758720392,1.022799968719482,1.133599996566772,46.0,49.0,50.0,51.0,54.0,51,3,,,,,,,,,,,,,,,"Food,Lifestyle",2024-02-08 20:50,Adventures in Everyday Cooking,17000.0,US,Food & Drink,njM7THxk1SXEIOQkvPvsVQ,60,False,,,,nan,nan,nan,,,nan,nan
742,PROCRASTINER SON MÉNAGE ?! - 5 conseils pour mieux vivre les périodes de procrastination,youtube,www.youtube.com/watch?v=sr3j-gbHRO0,sr3j-gbHRO0,https://www.youtube.com/watch?v=sr3j-gbHRO0,People & Blogs,1956,,,1704.0,1865.0,1956.0,54,,,1.335000038146972,1.442499995231628,1.500399947166442,,,48.0,53.0,54.0,44,10,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-02-01 17:00,Le Strict Minimum,,,,YJSDsP_oTnOZJRQj6PzshA,1615,False,,,,nan,nan,nan,,,nan,nan
743,The 2-minute Rule to Beat Procrastination (in 2 minutes),youtube,www.youtube.com/watch?v=TzQRqK7uNSg,TzQRqK7uNSg,https://www.youtube.com/watch?v=TzQRqK7uNSg,People & Blogs,726,,,650.0,726.0,,54,,,3.499799966812134,3.73769998550415,,,,48.0,54.0,,46,8,,,,,,,,,,,,,,,"Health,Lifestyle",2024-03-09 21:12,Jef De Dobbeleer,,,,CEv-Ym6pkU6KSg2EkpRKRA,132,False,,,,nan,nan,nan,,,nan,nan
744,Here’s The Thing About Procrastination | Jocko Willink #shorts,youtube,www.youtube.com/watch?v=HWyVMPhH1fs,HWyVMPhH1fs,https://www.youtube.com/watch?v=HWyVMPhH1fs,People & Blogs,2478,2459.0,2468.0,2469.0,2475.0,2478.0,54,0.934499979019165,0.990000009536743,1.046499967575073,1.118899941444397,1.190799951553344,54.0,54.0,54.0,54.0,54.0,54,0,,,,,,,,,,,,,,,,2024-01-23 19:06,OneMan,370.0,US,General Interest,xmUeZpXgB_ZOYbkrIHxjfQ,43,False,,,,nan,nan,nan,,,nan,nan
745,Procrastination is self sabotage,youtube,www.youtube.com/watch?v=B8kWhJXdbl0,B8kWhJXdbl0,https://www.youtube.com/watch?v=B8kWhJXdbl0,Entertainment,518,,486.0,492.0,506.0,,54,,,,,,,48.0,48.0,51.0,,49,5,,,,,,,,,,,https://www.facebook.com/336674669876485?brand_redir=DISABLE,ken_got_so_much_game,,,Health,2024-02-21 21:18,Heaven On Earth,7380.0,US,People & Blogs,-t8T0o5eK8kur5b2qWGw4Q,36,False,,,,nan,nan,nan,,,nan,nan
746,Stop Procrastination 😡||Shobhit Nirwan||NextToppers||#motivation #cbse #class10 #maths #boardexam,youtube,www.youtube.com/watch?v=TtH-fsJVcdQ,TtH-fsJVcdQ,https://www.youtube.com/watch?v=TtH-fsJVcdQ,People & Blogs,119,,,,,,53,,,,,,,,,,,53,0,,,,,,,,,,,,nexttoppers_motivation,,,Knowledge,2024-03-07 12:00,NextToppers Motivation ,2040.0,IN,General Interest,aKrBypcrBqTshGRvreq_Rw,43,False,,,,nan,nan,nan,,,nan,nan
747,"Manage your energy, not your time💪| stay motivated & overcome procrastination #productivity #shorts",youtube,www.youtube.com/watch?v=l0Z9cUU3wE8,l0Z9cUU3wE8,https://www.youtube.com/watch?v=l0Z9cUU3wE8,Education,2825,,,2499.0,2812.0,2815.0,53,,,0.88919997215271,0.976599991321563,1.042600035667419,,,46.0,53.0,54.0,51,2,,,,,,,,,,,,,,,Lifestyle,2023-12-30 00:54,itsAndreaLi,,,,j343XJBMdFQky3ArFpHMMw,14,False,,,,nan,nan,nan,,,nan,nan
748,This little device might fix your procrastination,youtube,www.youtube.com/watch?v=lJ6wr2y4b-o,lJ6wr2y4b-o,https://www.youtube.com/watch?v=lJ6wr2y4b-o,People & Blogs,1109,,,855.0,992.0,1091.0,53,,,2.126499891281128,2.326299905776977,2.654599905014038,,,38.0,45.0,53.0,45,8,,,,,,,,,,,,,,,"Lifestyle,Technology",2024-01-15 20:00,Luke Scarpino,,,,Ucb_cef8d0dJ3idS5BfNfA,593,False,,,,nan,nan,nan,,,nan,nan
749,Procrastination at its best. Last minute packer. Always packing at very last minute,youtube,www.youtube.com/watch?v=-8DdlXmcQ3M,-8DdlXmcQ3M,https://www.youtube.com/watch?v=-8DdlXmcQ3M,People & Blogs,2741,275.0,2668.0,2670.0,2674.0,,53,2.4653000831604,0.9961000084877012,0.869799971580505,0.939599990844726,,16.0,59.0,49.0,50.0,,53,0,,,,,,,,,,,,pieri.camacho,https://www.tiktok.com/@pieri.camacho,,"Fashion,Lifestyle",2024-03-06 20:05,Pieri Camacho,1740.0,US,Entertainment,KGqxKgO5u_9fwZI9Q1sIjQ,16,False,,,,nan,nan,nan,,,nan,nan
750,"dépasser la procrastination, méditation, guidéei #relaxation #spiritualité # #visualisation ￼￼",youtube,www.youtube.com/watch?v=TOhOgu9DWCA,TOhOgu9DWCA,https://www.youtube.com/watch?v=TOhOgu9DWCA,Howto & Style,1057,477.0,692.0,779.0,1002.0,1057.0,53,2.026000022888183,2.268100023269653,2.250999927520752,2.482300043106079,2.725100040435791,23.0,35.0,37.0,49.0,53.0,53,0,,,,,,,,,,,,,,,Religion,2024-02-05 18:56,Cinquième Saison,67000.0,FR,General Interest,a6Yd6TEIPS5CVU5VtDbnQQ,61,False,,,,nan,nan,nan,,,nan,nan
751,ADHD procrastination #adhdcoach  #staydriven #adhdsupport,youtube,www.youtube.com/watch?v=h6nSfwhGvgw,h6nSfwhGvgw,https://www.youtube.com/watch?v=h6nSfwhGvgw,People & Blogs,1255,494.0,587.0,788.0,1254.0,,53,1.445899963378906,2.444600105285644,2.105000019073486,2.145400047302246,,17.0,32.0,35.0,53.0,,53,0,,,,,,,,,,,,coachalyouthsports,,,"Health,Lifestyle,Physical fitness",2024-02-23 17:27,Coach Al,3030.0,US,General Interest,WwxY89OUiVHI_QbOnOBFrA,9,False,,,,nan,nan,nan,,,nan,nan
752,Let's revisit procrastination. (like a researcher),youtube,www.youtube.com/watch?v=BOZ3zyn1Z0k,BOZ3zyn1Z0k,https://www.youtube.com/watch?v=BOZ3zyn1Z0k,Education,497,,,,,,53,,,,,,,,,,,39,14,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-27 00:15,Farheen,478.0,CA,General Interest,lBbH2yxGVehkPrto7x9V2A,2267,False,,,,nan,nan,nan,,,nan,nan
753,ஜிம் சேந்தாச்சா? Resolution?  #shorts #newyearresolution #procrastination #life #lifelesson,youtube,www.youtube.com/watch?v=SyvQPF1mce0,SyvQPF1mce0,https://www.youtube.com/watch?v=SyvQPF1mce0,People & Blogs,2100,2022.0,2040.0,2082.0,2096.0,2100.0,53,1.115399956703186,1.197800040245056,1.264000058174133,1.345700025558471,1.43120002746582,53.0,54.0,55.0,55.0,55.0,53,0,,,,,,,,,,,,,,,"Lifestyle,Physical fitness",2024-01-01 04:48,Inba Life,17900.0,IN,General Interest,Pyag1oUmJmQecNQQlNR3Fg,19,False,,,,nan,nan,nan,,,nan,nan
754,The hidden danger of procrastination and its impact on success #shorts,youtube,www.youtube.com/watch?v=7MnzvDtdba8,7MnzvDtdba8,https://www.youtube.com/watch?v=7MnzvDtdba8,Education,2415,,,2175.0,2415.0,2415.0,53,,,1.024099946022033,1.113999962806701,1.192700028419494,,,47.0,53.0,53.0,50,3,,,,,,,,,,,,,,,Entertainment,2024-02-12 08:50,Hystoria Mysteria,,,,XIaU8ya8t3j3cf145ksR5Q,58,False,,,,nan,nan,nan,,,nan,nan
755,My Number 1 Tip On Procrastination... (Don't get triggered) #shorts,youtube,www.youtube.com/watch?v=jrpZZLzJT4w,jrpZZLzJT4w,https://www.youtube.com/watch?v=jrpZZLzJT4w,Entertainment,1999,1799.0,1872.0,1878.0,1983.0,1999.0,52,1.074399948120117,1.173799991607666,1.236600041389465,1.279899954795837,1.413800001144409,46.0,49.0,49.0,50.0,52.0,49,3,,,,,,,,,,,,,,,Lifestyle,2024-02-01 10:37,Paul Mort,4460.0,GB,General Interest,hxP7co7IQV3dKeIfFsjUMw,36,False,,,,nan,nan,nan,,,nan,nan
756,How to Quit Procrastination and Bad Addictions,youtube,www.youtube.com/watch?v=YDzeUpDb4zw,YDzeUpDb4zw,https://www.youtube.com/watch?v=YDzeUpDb4zw,Education,478,,,,,,52,,,,,,,,,,,38,14,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-23 15:00,Tian,,,,D9F1Rq49RhkylwvO8KnMMA,2304,False,,,,nan,nan,nan,,,nan,nan
757,"la procrastination, méditation, guidée #visualisation #développementpersonnel #relaxation ￼",youtube,www.youtube.com/watch?v=6cJz-GAhlRE,6cJz-GAhlRE,https://www.youtube.com/watch?v=6cJz-GAhlRE,Howto & Style,924,471.0,622.0,683.0,837.0,924.0,52,2.586999893188476,2.6675000190734863,2.775599956512451,3.092999935150146,3.058500051498413,29.0,37.0,40.0,51.0,52.0,50,2,,,,,,,,,,,,,,,Religion,2024-02-02 20:22,Cinquième Saison,67000.0,FR,General Interest,a6Yd6TEIPS5CVU5VtDbnQQ,61,False,,,,nan,nan,nan,,,nan,nan
758,LAVA VS COCA COLA🔥🥤🤯 #Shorts #dopaminedetox #procrastination #motivation#viral,youtube,www.youtube.com/watch?v=6eiWu4mXI_w,6eiWu4mXI_w,https://www.youtube.com/watch?v=6eiWu4mXI_w,Education,2600,,,1849.0,2166.0,2599.0,52,,,0.992799997329711,1.052500009536743,1.108299970626831,,,38.0,44.0,53.0,50,2,,,,,,,,,,,,,,,Entertainment,2023-12-27 23:08,DOPAMINE FREEDOM,3020.0,DK,General Interest,C2uBTHyg9XAeVm6sSH9zaQ,17,False,,,,nan,nan,nan,,,nan,nan
759,"Freelance Mastery: Conquering Anxiety, Procrastination and Dread with Stoicism",youtube,www.youtube.com/watch?v=gsFGDhmxpcg,gsFGDhmxpcg,https://www.youtube.com/watch?v=gsFGDhmxpcg,People & Blogs,1745,1078.0,1343.0,1431.0,1561.0,1685.0,52,1.657899975776672,1.617200016975402,1.5714999437332149,1.5769000053405762,1.653900027275085,42.0,48.0,47.0,48.0,51.0,48,4,,,,,,,,,,,,,,,Knowledge,2024-01-08 15:37,The Black Hole,80500.0,IN,News & Politics,586mq-zmx0ZCitH4PA3LLg,2787,True,,,,nan,nan,nan,,,nan,nan
760,How to OVERCOME PROCRASTINATION - Foolproof proven tips,youtube,www.youtube.com/watch?v=Pidlz0DxAZ8,Pidlz0DxAZ8,https://www.youtube.com/watch?v=Pidlz0DxAZ8,Entertainment,818,,,657.0,760.0,818.0,52,,,3.058700084686279,3.44129991531372,3.47379994392395,,,42.0,51.0,52.0,48,4,,,,,,,,,,,,,,,Lifestyle,2024-01-28 13:15,Pursuit Of Masculinity ,,,,si8BzibCxuSY2g52nOKRlg,597,False,,,,nan,nan,nan,,,nan,nan
761,Procrastination be like:,youtube,www.youtube.com/watch?v=dWTf8HumvLI,dWTf8HumvLI,https://www.youtube.com/watch?v=dWTf8HumvLI,Entertainment,281,,,,,,52,,,,,,,,,,,12,40,,,,,,,,,,,,,,,,2024-01-01 15:35,Broadcast Cn 作画 Sakuga,3850.0,US,General Interest,NgadmPO94fCxnMDlk4MTMQ,20,False,,,,nan,nan,nan,,,nan,nan
762,Breaking My Procrastination Cycle,youtube,www.youtube.com/watch?v=jWpV_a3r2Go,jWpV_a3r2Go,https://www.youtube.com/watch?v=jWpV_a3r2Go,People & Blogs,397,,,,,,52,,,,,,,,,,,39,13,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-13 12:19,A Life Of Nomad,11300.0,US,Beauty,oUiygIljn_xfNK9msA7FOg,523,False,,,,nan,nan,nan,,,nan,nan
763,"Overcoming procrastination is easy, actually",youtube,www.youtube.com/watch?v=OlG0ICmnjzg,OlG0ICmnjzg,https://www.youtube.com/watch?v=OlG0ICmnjzg,Education,1069,,,,,,52,,,,,,,,,,,49,3,,,,,,,,,,,,,,,"Health,Knowledge",2024-03-18 14:32,MR. BRAIN,,,,tHFripNqVBhf3taoQHftEg,337,False,,,,nan,nan,nan,,,nan,nan
764,Perfectionism is Procrastination? | Role of Education and Ethics in life | Talk That Matters,youtube,www.youtube.com/watch?v=3jVN37ROu-A,3jVN37ROu-A,https://www.youtube.com/watch?v=3jVN37ROu-A,People & Blogs,2136,,,689.0,2044.0,2136.0,51,,,1.031800031661987,1.266600012779235,1.297600030899047,,,15.0,51.0,51.0,47,4,,,,,,,,,,,,,,,Society,2024-02-07 11:00,Talk That Matters,,,,95-i54mntT3pyqul-_kouA,161,False,,,,nan,nan,nan,,,nan,nan
765,Vaincre la procrastination : méditation guidée ￼#relaxation #spiritualité #conscience #amourdesoi,youtube,www.youtube.com/watch?v=nLALiZKzouU,nLALiZKzouU,https://www.youtube.com/watch?v=nLALiZKzouU,Howto & Style,993,445.0,559.0,628.0,800.0,993.0,51,1.912500023841858,2.185499906539917,2.209500074386596,2.5,2.80649995803833,20.0,27.0,29.0,39.0,51.0,48,3,,,,,,,,,,,,,,,Religion,2024-01-31 12:27,Cinquième Saison,67000.0,FR,General Interest,a6Yd6TEIPS5CVU5VtDbnQQ,58,False,,,,nan,nan,nan,,,nan,nan
766,Overcoming Deep Rooted Habits for a Healthier Lifestyle! #podcast #procrastination #mindset,youtube,www.youtube.com/watch?v=O2HLj1Ac8k4,O2HLj1Ac8k4,https://www.youtube.com/watch?v=O2HLj1Ac8k4,Entertainment,2512,,,2349.0,2511.0,2512.0,51,,,0.957300007343292,1.041599988937378,1.109400033950805,,,47.0,51.0,51.0,51,0,,,,,,,,,,,,,,,Health,2024-01-12 22:00,ElevateYourMind,,,,mZXXODnRyANmSSOr_xgS5A,39,False,,,,nan,nan,nan,,,nan,nan
767,Is it really procrastinating when I'm making a masterpiece? #shorts #artist #art #procrastination,youtube,www.youtube.com/watch?v=rUrBHVwVX3Y,rUrBHVwVX3Y,https://www.youtube.com/watch?v=rUrBHVwVX3Y,People & Blogs,2764,,,2212.0,2763.0,,51,,,0.8569999933242791,0.936999976634979,,,,40.0,51.0,,51,0,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-02-20 23:31,Chelese,,,,u2gt7su8km6Hek3qBw47-w,11,False,,,,nan,nan,nan,,,nan,nan
768,BEAT PROCRASTINATION. #selfimprovement #procrastination #shorts,youtube,www.youtube.com/watch?v=ZtQxS9QfpRs,ZtQxS9QfpRs,https://www.youtube.com/watch?v=ZtQxS9QfpRs,People & Blogs,1635,1463.0,1466.0,1627.0,1633.0,1635.0,51,1.245399951934814,1.333299994468689,1.4549000263214111,1.618199944496154,1.6952999830245972,43.0,43.0,49.0,51.0,51.0,50,1,,,,,,,,,,,,,,,Health,2023-12-24 07:00,Rasmus Karlman,2090.0,SE,General Interest,gaeb6cHQp_DDu1v0cclEQA,10,False,,,,nan,nan,nan,,,nan,nan
769,Profitable Procrastination - Channel 64 SMP S3E5 - Minecraft SMP,youtube,www.youtube.com/watch?v=1Ut62mibzm8,1Ut62mibzm8,https://www.youtube.com/watch?v=1Ut62mibzm8,Gaming,176,,,,,,51,,,,,,,,,,,30,21,,,,,,,,,,,,,,,"Action-adventure game,Action game,Role-playing video game,Video game culture",2024-01-28 20:38,LOKIOLR,1520.0,US,General Interest,lhcYGK9DSRMAKnIQ6bax2Q,1267,False,,,,nan,nan,nan,,,nan,nan
770,🔴Unlock Your Productivity: 3 Strategies to Crush Procrastination & Boost Motivation,youtube,www.youtube.com/watch?v=bk-BXwrSItc,bk-BXwrSItc,https://www.youtube.com/watch?v=bk-BXwrSItc,Howto & Style,357,,,,,,51,,,,,,,,,,,39,12,,,,,,,,,,,,marianecresp,https://www.tiktok.com/@marianecresp,,Lifestyle,2024-02-18 18:27,Mariane Cresp,8160.0,AU,Home & DIY,QllVcKrG-HMx-F7AhZfEog,4058,True,,,,nan,nan,nan,,,nan,nan
771,Procrastination is Destroying My Life | How to Forgive Yourself and Start Living the Life You Want,youtube,www.youtube.com/watch?v=rs6xDs9pOUI,rs6xDs9pOUI,https://www.youtube.com/watch?v=rs6xDs9pOUI,People & Blogs,314,,,,,,51,,,,,,,,,,,39,12,,,,,,,,,,,,,,,Health,2024-03-19 20:00,Dr David Maloney Psychotherapy,11000.0,IE,General Interest,J7PZaSv1V6yJbj5y35jp_g,1241,False,,,,nan,nan,nan,,,nan,nan
