Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author
How to DEAL With Procrastination #tate #andrewtate #tristantate #procrastination #inspiration #help,youtube,www.youtube.com/watch?v=oiFCfqOtNqs,oiFCfqOtNqs,https://www.youtube.com/watch?v=oiFCfqOtNqs,People & Blogs,4494,,,4307,4326,4342,177,,,1.906800031661987,2.036099910736084,2.127899885177612,,,170,170,170,177,0,,,,,,,,,,,,,,,Lifestyle,2023-12-23 10:48,EMORYS’ ARMY,1300,US,Entertainment,FtjVjnCM7pl-NJUPkf0t3g,34,False,,,
Conquer Procrastination with the 3-2-1 Method! #ProductivityHacks #shorts,youtube,www.youtube.com/watch?v=m3AervyONwE,m3AervyONwE,https://www.youtube.com/watch?v=m3AervyONwE,People & Blogs,3826,3369,3498,3540,3643,3767,176,1.89460003376007,1.992100000381469,2.135499954223633,2.252300024032592,2.509599924087524,150,154,158,160,173,172,4,,,,,,,,,,,,,,,Health,2024-01-05 05:42,Study beside Her 🩺,11700,IN,People & Blogs,0FE-YGPC4u_ZIKyUI3XxQA,16,False,,,
Procrastination is the difference between an unsuccessful person and a successful person.,youtube,www.youtube.com/watch?v=pXNrzoQwvcA,pXNrzoQwvcA,https://www.youtube.com/watch?v=pXNrzoQwvcA,People & Blogs,2434,1053,1343,1657,2139,2325,175,3.541100025177002,3.452199935913086,3.556900024414062,3.827300071716308,4.020599842071533,88,102,122,158,172,174,1,,,,,,,,,,,https://www.facebook.com/529706850496142?brand_redir=DISABLE,daniyal.sheikh1,https://www.tiktok.com/@daniyal.sheikh1,,Health,2023-12-25 15:00,Daniyal Sheikh,275000,US,People & Blogs,FSxPOD_6miBXa71Vx1UDBg,37,False,,,
Suffering with procrastination | Fujifilm XH2S Cinematic 4K | Dehancer Pro,youtube,www.youtube.com/watch?v=4PpZ4rXrS4k,4PpZ4rXrS4k,https://www.youtube.com/watch?v=4PpZ4rXrS4k,Travel & Events,1941,,,658,1781,1941,175,,,4.944699764251709,4.463099956512451,4.926799774169922,,,68,155,175,146,29,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-01-22 14:00,Rondel,,,,qwzbGEpeY3kIJ8C5Yu8b2w,187,False,,,
What procrastinating really means. #selfimprovement #procrastination #lifeadvice #lifeadvice,youtube,www.youtube.com/watch?v=29G72dBdAfQ,29G72dBdAfQ,https://www.youtube.com/watch?v=29G72dBdAfQ,People & Blogs,3319,,,2918,3304,,175,,,2.501199960708618,2.646399974822998,,,,154,174,,172,3,,,,,,,,,,,,,,,Lifestyle,2024-03-03 17:33,Bert Schreurs,,,,PJ6LUcSL_1NBfytPk_RIGg,9,False,,,
Increase Your Sleep Time & Beat Procrastination with This Simple Trick #shorts,youtube,www.youtube.com/watch?v=jIy7dNIkL4Q,jIy7dNIkL4Q,https://www.youtube.com/watch?v=jIy7dNIkL4Q,Entertainment,3845,,,3122,3590,,175,,,2.216300010681152,2.351599931716919,,,,146,168,,169,6,,,,,,,,,,,,,,,Health,2024-03-07 23:03,Mindful Sleep,697,CA,General Interest,QXAqIpr6CWa1p773eV504A,52,False,,,
Who decides this #university #unistudent #assignment #procrastination #lectures #deadline #homework,youtube,www.youtube.com/watch?v=nIgj6mHjH2I,nIgj6mHjH2I,https://www.youtube.com/watch?v=nIgj6mHjH2I,People & Blogs,2955,2579,2693,2716,2830,2955,174,2.607000112533569,2.839600086212158,2.977200031280517,3.11680006980896,3.217700004577636,158,169,169,172,174,170,4,,,,,,,,,,,,,,,Lifestyle,2024-01-27 22:58,Sturdythoughts,306,US,General Interest,B2YAEERGjsF3YMy8bs7CdA,6,False,,,
Supposed to be packing…procrastination skills at its finest #shorts #fyp #packing,youtube,www.youtube.com/watch?v=atFWtxJZgco,atFWtxJZgco,https://www.youtube.com/watch?v=atFWtxJZgco,People & Blogs,3146,840,941,2781,3085,,173,4.590400218963623,5.168600082397461,2.901000022888183,2.905600070953369,,91,107,167,173,,170,3,,,,,,,,,,,,,,,Lifestyle,2023-12-23 19:32,Lana,12600,US,General Interest,I35y21HY9dEEvwoAmIikyg,9,False,,,
Laziness VS Procrastination and the psychological difference #therapy #mentalhealth #selfhelp,youtube,www.youtube.com/watch?v=l-GaBthYcw8,l-GaBthYcw8,https://www.youtube.com/watch?v=l-GaBthYcw8,People & Blogs,2427,,,1523,2414,2420,173,,,3.3615000247955322,3.675100088119507,3.906399965286255,,,107,173,173,170,3,,,,,,,,,,,,,,,"Health,Lifestyle",2024-01-17 15:19,Dr. Brian Anderson,,,,QiolvLeygvjdVTk2fHWGOA,61,False,,,
Procrastination is the assassination of all destination; Action the only way to win🎯 #motivationedit,youtube,www.youtube.com/watch?v=Z5U8BnKaKec,Z5U8BnKaKec,https://www.youtube.com/watch?v=Z5U8BnKaKec,People & Blogs,3039,,,2823,3039,,173,,,2.669300079345703,2.860599994659424,,,,159,173,,171,2,,,,,,,,,,,,,,,Lifestyle,2024-03-11 16:51,Richsthetic,,,,wF8aczHKIzwl3o8uRM7GxQ,9,False,,,
How to Stop Procrastination? Part - 1 | Chintan Akhani | PROCRASTINATION,youtube,www.youtube.com/watch?v=Ny-GIMqnRDE,Ny-GIMqnRDE,https://www.youtube.com/watch?v=Ny-GIMqnRDE,Education,2019,823,1029,1395,1519,1820,172,4.756899833679199,4.837100028991699,4.527400016784668,4.591400146484375,4.773900032043457,92,110,132,136,159,168,4,,,,,,,,,,,,,,,,2024-01-07 13:30,Jagrut Awaaz,121000,IN,Education,1r3ylHAfLDocOkOuWIXCeA,53,False,,,
“ጦጣው ሲቆጣጠረን..!” #Procrastination🎙🎙🎙SHEMAH_PODCAST🎙🎙🎙 #Daniel #Hilina #Tigist #Abel,youtube,www.youtube.com/watch?v=EBmRlnGxyvU,EBmRlnGxyvU,https://www.youtube.com/watch?v=EBmRlnGxyvU,Education,4246,2256,2803,3081,3558,,172,1.8969999551773071,1.944499969482421,1.9381999969482422,2.07610011100769,,101,121,126,147,,157,15,,,,,,,,,,,,,,,Entertainment,2024-03-04 17:00,Tigist Ejigu Wondmu,98200,US,Music & Dance,KHTEUSAKWX8Wm8zpzAoCvw,4154,True,,,
💥Take ACTION 💥 NO Excuses🛑 #fitover60 #procrastination #noexcuses,youtube,www.youtube.com/watch?v=Pk90upiVsYg,Pk90upiVsYg,https://www.youtube.com/watch?v=Pk90upiVsYg,People & Blogs,6133,517,574,884,6088,,170,3.088299989700317,3.281199932098388,2.841500043869018,1.384099960327148,,38,42,53,166,,154,16,,,,,,,,,,,,,,,"Health,Lifestyle,Physical fitness",2024-02-26 15:22,Old Dog Fitness,3000,US,General Interest,vHaxyV6tS9sy9k9veqG3UA,10,False,,,
The step before the first step… the procrastination circle continues #motivation,youtube,www.youtube.com/watch?v=q6Icln2MpFQ,q6Icln2MpFQ,https://www.youtube.com/watch?v=q6Icln2MpFQ,People & Blogs,3087,,,194,228,3006,170,,,,,,,,15,17,166,166,4,,,,,,,,,,,,,,,Lifestyle,2024-02-05 00:49,Immediately Sierra ,12800,SE,General Interest,g26AzadDnjJ_apuNKVAs3Q,16,False,,,
Justin Waller shares his secret to deal with procrastination,youtube,www.youtube.com/watch?v=l3q_7pq9JCY,l3q_7pq9JCY,https://www.youtube.com/watch?v=l3q_7pq9JCY,People & Blogs,5228,,,5182,5223,,170,,,1.536499977111816,1.652199983596801,,,,168,170,,170,0,,,,,,,,,,,,,,,Entertainment,2024-02-27 20:39,TRWaller,296,,Entertainment,9i3Zl-1qWPsu-ire88tKbg,30,False,,,
Procrastination ?? The worst productivity disease 😕,youtube,www.youtube.com/watch?v=BUmwzhMGE1o,BUmwzhMGE1o,https://www.youtube.com/watch?v=BUmwzhMGE1o,Travel & Events,2595,2429,2465,2483,2506,2595,169,2.5927999019622803,2.77180004119873,2.948299884796142,3.212800025939941,3.558799982070923,148,151,153,157,169,165,4,,,,,,,,,,,,,,,"Entertainment,Health",2024-01-24 12:41,Start with Sai ,17900,IN,General Interest,yvpPtJrbri5lHykFf7qwUQ,59,False,,,
"Engaging procrastination, delay and sabotage head on in order to finish your  purpose and destiny",youtube,www.youtube.com/watch?v=vGnPAhcA00E,vGnPAhcA00E,https://www.youtube.com/watch?v=vGnPAhcA00E,Entertainment,1688,799,1014,1100,1296,1544,169,5.462299823760986,5.513700008392334,5.621399879455566,5.517199993133545,5.491099834442139,103,123,128,138,156,148,21,,,,,,,,,,,,,,,"Religion,Society",2023-12-28 12:30,Ivory Hopkins,16700,US,General Interest,XdEYfkxc6Kb9H0ncL9sG3A,3953,False,,,
Pro in procrastination- tips to help with procrastination,youtube,www.youtube.com/watch?v=ub--TrPzvMA,ub--TrPzvMA,https://www.youtube.com/watch?v=ub--TrPzvMA,People & Blogs,2192,1291,1590,1761,1979,2168,168,4.523900032043457,4.4278998374938965,4.333000183105469,4.283599853515625,4.236499786376953,139,157,161,167,169,154,14,,,,,,,,,,,https://www.facebook.com/277871708933190?brand_redir=DISABLE,openheartscanunite,,,"Health,Lifestyle",2024-02-07 07:42,Rhyanna Watson,621000,CH,"Health, Fitness & Self Help",MIa0Y6LYsnkduN7fCKBx-A,241,False,,,
Revenge Bedtime Procrastination,youtube,www.youtube.com/watch?v=tn6565C3pSk,tn6565C3pSk,https://www.youtube.com/watch?v=tn6565C3pSk,Film & Animation,2001,,,1610,1883,2001,167,,,4.101200103759766,4.302999973297119,4.56059980392456,,,138,158,167,156,11,,,,,,,,,,,,,,,"Health,Knowledge",2024-01-25 19:18,Hannah Valentina,,,,oMJyzQonDd2XJEl_hnnA-w,124,False,,,
Shaitan’s biggest trick is procrastination.     #islam #deen #youtubeshorts #motivation  #islamic,youtube,www.youtube.com/watch?v=oZ7k3Ot4Puw,oZ7k3Ot4Puw,https://www.youtube.com/watch?v=oZ7k3Ot4Puw,People & Blogs,2356,,2233,2256,2323,2356,167,,3.253299951553344,3.445300102233886,3.627399921417236,3.852299928665161,,162,164,166,167,153,14,,,,,,,,,,,,,,,Religion,2024-02-12 04:00,TaqwaTreasure,,,,jD5mvxNndbLAXphzzeAkng,51,False,,,
🎀procrastination🎀 #fypシ #relatable #subscribe,youtube,www.youtube.com/watch?v=3CLDnuzL4io,3CLDnuzL4io,https://www.youtube.com/watch?v=3CLDnuzL4io,People & Blogs,4305,,,4241,4260,4305,166,,,1.87279999256134,1.998299956321716,2.107100009918213,,,166,166,166,157,9,,,,,,,,,,,,,,,Lifestyle,2024-01-31 00:43,Mk,,,,GZvLlIokfKxnmTxq58Tlaw,7,False,,,
Discover the Surprising Power of Procrastination!,youtube,www.youtube.com/watch?v=y84j4mWQ7Xc,y84j4mWQ7Xc,https://www.youtube.com/watch?v=y84j4mWQ7Xc,Entertainment,9083,,,8363,9076,9082,166,,,0.8525000214576721,0.932299971580505,0.9987999796867371,,,149,165,166,159,7,,,,,,,,,,,,,,,Health,2024-01-06 22:03,ElevateYourMind,,,,mZXXODnRyANmSSOr_xgS5A,18,False,,,
3 Clés Efficaces pour Vaincre la Procrastination - Transformez Votre Productivité !,youtube,www.youtube.com/watch?v=trPtHEIipX4,trPtHEIipX4,https://www.youtube.com/watch?v=trPtHEIipX4,Howto & Style,853,554,659,689,795,,165,9.935400009155273,9.662699699401855,10.249099731445312,10.407699584960938,,131,142,149,163,,148,17,,,,,,,,,,,https://www.facebook.com/161035014100617?brand_redir=DISABLE,lylyline,,,Lifestyle,2024-02-27 21:39,Lyly Bulle,43600,FR,Food & Drink,m8Dn3Kt5FD6gpi9cVZZ2ng,229,False,,,
"How to Combat Procrastination in the New Year (with Michele Novotni, Ph.D.)",youtube,www.youtube.com/watch?v=_inE1VZfe6c,_inE1VZfe6c,https://www.youtube.com/watch?v=_inE1VZfe6c,Education,5987,4254,4464,4567,4902,5739,165,0.9961000084877011,1.038599967956543,1.152999997138977,1.268399953842163,1.467800021171569,100,102,109,120,155,150,15,,,,,,,,,,,https://www.facebook.com/295157883845?brand_redir=DISABLE,additudemag,https://www.tiktok.com/@additude4,,"Health,Knowledge",2023-12-28 05:15,ADDitude Magazine,79400,US,"Health, Fitness & Self Help",_3d1NVczqxa-cQzFt2iVSw,3722,False,,,
Confessions of an ADHD artist. PHD is procrastination. Who can relate? 🙋‍♀️ #adhd #adhdproblems,youtube,www.youtube.com/watch?v=QWoWEUywbKg,QWoWEUywbKg,https://www.youtube.com/watch?v=QWoWEUywbKg,Entertainment,5737,21,5711,5716,5734,,165,20.007999420166016,1.248499989509582,1.326599955558776,1.442999958992004,,10,159,160,163,,163,2,,,,,,,,,,,https://www.facebook.com/218603944877184?brand_redir=DISABLE,agnesgarbowska,https://www.tiktok.com/@agnesgarbowska,,"Health,Lifestyle",2024-02-29 23:52,Agnes Garbowska,1000,US,People & Blogs,XIRKmQ2sWq7uWw3L2d1G_g,16,False,,,
Tristan Tate’s Secret To End Procrastination,youtube,www.youtube.com/watch?v=xTi6_p6BLoE,xTi6_p6BLoE,https://www.youtube.com/watch?v=xTi6_p6BLoE,People & Blogs,4002,,,3511,3998,,163,,,1.9168000221252441,2.069600105285644,,,,142,163,,161,2,,,,,,,,,,,,,,,Entertainment,2024-02-29 16:50,CheifCroesus,,,,mzz9UAt9Cy0HFf6bFjnLKw,30,False,,,
How To Overcome Procrastination Motivational Speech - Jim Rohn #inspiration #growthmindset,youtube,www.youtube.com/watch?v=yMEzJ6KxZRE,yMEzJ6KxZRE,https://www.youtube.com/watch?v=yMEzJ6KxZRE,Entertainment,1665,,1198,1356,,,163,,4.323999881744385,4.788300037384033,,,,115,137,,,163,0,,,,,,,,,,,,,,,,2024-03-14 09:02,Personal Development Hub (Lincoln & Meade),,,,rvSNGH9lBUF7upQO5amq0Q,47,False,,,
#roadtrip #procrastination #runningerrands #dayinthelife,youtube,www.youtube.com/watch?v=x4Y1nJogRNo,x4Y1nJogRNo,https://www.youtube.com/watch?v=x4Y1nJogRNo,People & Blogs,4100,,,3285,3884,4100,162,,,1.875499963760376,2.025799989700317,2.14739990234375,,,130,155,162,159,3,,,,,,,,,,,,,,,"Hip hop music,Lifestyle",2024-02-15 15:00,Katherine Therese,,,,xvOBkU5Hpg196ciMQBix0g,7,False,,,
how I tackle procrastination,youtube,www.youtube.com/watch?v=tuPSyLK3N1o,tuPSyLK3N1o,https://www.youtube.com/watch?v=tuPSyLK3N1o,People & Blogs,1468,629,876,973,1181,,162,6.546299934387207,6.142899990081787,6.185999870300293,6.060400009155273,,98,120,127,141,,145,17,,,,,,,,,,,,,https://www.tiktok.com/@charlierewilding,,Lifestyle,2024-02-25 16:11,charlierewilding,7120,GB,"Health, Fitness & Self Help",JIlQ8T836wBB7LxUTT4b-g,448,False,,,
Quand t'es pas motivé 🤷 #motivation #developpementpersonnel #mindset #procrastination,youtube,www.youtube.com/watch?v=6Fq2Mc7pLpA,6Fq2Mc7pLpA,https://www.youtube.com/watch?v=6Fq2Mc7pLpA,Howto & Style,2630,2263,2377,2427,2542,2630,161,2.172300100326538,2.377000093460083,2.5190999507904053,2.895499944686889,3.326999902725219,117,126,129,145,161,158,3,,,,,,,,,,,,,,,,2024-02-10 18:22,FreedombyAxel,20800,FR,General Interest,c34BoESanCs_w29meyI4aw,37,False,,,
Did Phones Break Our Brains? - History of Procrastination,youtube,www.youtube.com/watch?v=6B6vIW-1fco,6B6vIW-1fco,https://www.youtube.com/watch?v=6B6vIW-1fco,Entertainment,2322,,1105,1289,2080,,161,,3.084199905395508,3.38260006904602,3.489799976348877,,,76,92,143,,132,29,,,,,,,,,,,,,,,Knowledge,2024-02-01 23:17,Orientis,,,,cHd0c_Mocx_Wh_nYuVyU_g,371,False,,,
"""कल से करुँगा"" ये आदत आपको बर्बाद कर देगी #procrastination #mindcontrol",youtube,www.youtube.com/watch?v=7CZfdsI0b-0,7CZfdsI0b-0,https://www.youtube.com/watch?v=7CZfdsI0b-0,Education,965,341,438,511,709,901,161,8.984800338745117,8.884499549865723,9.456999778747559,9.909199714660645,9.82509994506836,72,86,101,137,162,157,4,,,,,,,,,,,,_thinkspy_,,,,2024-01-05 10:49,ThinkSpy,77200,IN,People & Blogs,8J2RaUfsl1uwd32kXeTxKQ,60,False,,,
The Asian Secret to Ending Procrastination.,youtube,www.youtube.com/watch?v=_tHkAGBiNu8,_tHkAGBiNu8,https://www.youtube.com/watch?v=_tHkAGBiNu8,People & Blogs,832,243,313,436,612,832,161,,,,,,61,71,96,131,161,120,41,,,,,,,,,,,,,,,Lifestyle,2024-02-02 07:25,Addison Yeh,11600,AU,General Interest,sjOmrSvz75PuibB-g5G2Lw,437,False,,,
Secrets Of Time Management & How To Avoid Procrastination | SOS | Dr Imrana Shah | Israr Kasana,youtube,www.youtube.com/watch?v=hmz7CKIV8Z8,hmz7CKIV8Z8,https://www.youtube.com/watch?v=hmz7CKIV8Z8,News & Politics,1627,1299,1426,1489,1578,1620,160,4.91379976272583,4.823200225830078,5.077099800109863,5.167200088500977,,150,152,158,159,,139,21,,,,,,,,,,,,,,,Society,2024-01-09 10:00,Israr Kasana,142000,CA,News & Politics,1eOsy2m-0_CaWNllK4qZtQ,1351,True,,,
"Don’t be Normal, be the Best!☝️#procrastination #successminded #doit #grindneverstops#nevergiveup",youtube,www.youtube.com/watch?v=zpgDN0YBpEo,zpgDN0YBpEo,https://www.youtube.com/watch?v=zpgDN0YBpEo,People & Blogs,3585,,,3544,3555,3579,159,,,2.133100032806396,2.279200077056884,2.442899942398071,,,158,158,160,156,3,,,,,,,,,,,,,,,Entertainment,2024-01-04 14:06,PhilSelfImprovement,,,,iBJzeD45Sa_4kdfsWuHq7Q,15,False,,,
Luke Belmar Stops Procrastination,youtube,www.youtube.com/watch?v=TkMBqL34BXM,TkMBqL34BXM,https://www.youtube.com/watch?v=TkMBqL34BXM,People & Blogs,2645,,,2462,2633,2645,158,,,2.829699993133545,3.065299987792968,3.246500015258789,,,147,159,158,157,1,,,,,,,,,,,,,,,Entertainment,2024-02-18 21:00,First Things THRST Clips,327,IE,General Interest,8gQhVGNlzp8NbPWKMJPz3g,33,False,,,
"📚STUDY VLOG: Preparing for CA Exams🔥✅  (no procrastination, intense studying, food and more) | CA",youtube,www.youtube.com/watch?v=maAL0WQUWVE,maAL0WQUWVE,https://www.youtube.com/watch?v=maAL0WQUWVE,People & Blogs,2171,,,616,830,2171,157,,,6.990600109100342,6.487500190734863,3.95169997215271,,,90,105,157,90,67,,,,,,,,,,,,,,,Lifestyle,2024-01-25 11:50,Abi's Life,,,,HVMbVLb45JMwHA2lhULYzA,759,False,,,
Procrastination is the arrogant assumption that GOD owes you another chance| how to be productive🎀,youtube,www.youtube.com/watch?v=mPeWznCPbj0,mPeWznCPbj0,https://www.youtube.com/watch?v=mPeWznCPbj0,People & Blogs,1545,,,1193,1406,1545,157,,,4.89300012588501,5.398099899291992,5.5528998374938965,,,122,148,157,123,34,,,,,,,,,,,,,,,"Health,Lifestyle",2024-01-26 17:00,Sallie Pearl,,,,YQ4s03k3hvbzQwVgmT6xJQ,665,True,,,
Do It Now. || #briantracy #mindset #motivation #real #procrastination,youtube,www.youtube.com/watch?v=1VRlg_MhHtE,1VRlg_MhHtE,https://www.youtube.com/watch?v=1VRlg_MhHtE,People & Blogs,2857,,2793,2795,2810,2840,156,,2.478699922561645,2.6191999912261963,2.810499906539917,2.982399940490722,,153,153,154,155,154,2,,,,,,,,,,,,,,,Health,2024-01-03 12:08,The Millionaire Aesthetic,846,US,General Interest,F8zsrsGaVI0hNpmvIma9tg,61,False,,,
How to Beat Procrastination with Your Planner | Tips & Tricks for Time Management | JanesAgenda.com,youtube,www.youtube.com/watch?v=u2CKLGIT2XM,u2CKLGIT2XM,https://www.youtube.com/watch?v=u2CKLGIT2XM,Entertainment,1218,595,778,837,1000,1187,156,6.849800109863281,6.9166998863220215,7.077899932861328,6.903600215911865,6.913700103759766,97,120,125,136,151,134,22,,,,,,,,,,,https://www.facebook.com/513033345456048?brand_redir=DISABLE,janesagenda,https://www.tiktok.com/@janesagenda,,Lifestyle,2024-02-12 14:55,Jane's Agenda,2700,US,General Interest,fwxBYoT8uTRwo8VSDSXuuA,1569,True,,,
I can show you the world #collegeessay #procrastination #allnighter #admissions #truestory,youtube,www.youtube.com/watch?v=TKDw2JzqnXQ,TKDw2JzqnXQ,https://www.youtube.com/watch?v=TKDw2JzqnXQ,Education,5127,1285,3691,4847,4950,5117,155,0.8827999830245971,1.530799984931945,1.496000051498413,1.579200029373169,1.646299958229065,27,126,153,154,155,154,1,,,,,,,,,,,https://www.facebook.com/1084528868318938?brand_redir=DISABLE,,,,Lifestyle,2024-02-15 20:11,Cassandra Hsiao,26800,US,People & Blogs,h41u10HxdXIZ2lz43cW_OQ,7,False,,,
Procrastination | 2 minute short film,youtube,www.youtube.com/watch?v=M8MKK-LGsYc,M8MKK-LGsYc,https://www.youtube.com/watch?v=M8MKK-LGsYc,Film & Animation,1841,,,1482,1744,1815,152,,,4.067999839782715,4.38129997253418,4.51609992980957,,,126,149,150,116,36,,,,,,,,,,,,,,,"Film,Lifestyle",2024-01-05 13:30,Manish Kushwaha,,,,ukbECjetzy7dGkv9PRQ0lQ,140,False,,,
How to beat procrastination like it owes you money,youtube,www.youtube.com/watch?v=H8oRAVRgiqI,H8oRAVRgiqI,https://www.youtube.com/watch?v=H8oRAVRgiqI,Education,1022,848,872,900,991,,152,5.996200084686279,6.302199840545654,6.477099895477295,7.403299808502197,,120,122,123,146,,134,18,,,,,,,,,,,,,,,"Health,Lifestyle",2024-03-06 11:29,atomiumjae,2620,MY,General Interest,F72ATuki3r5_vzkxm82nHg,110,False,,,
Procrastination in a Digital World #theigame #socialmedia #faith #mentalhealth #motivation,youtube,www.youtube.com/watch?v=yT_WS1cXed0,yT_WS1cXed0,https://www.youtube.com/watch?v=yT_WS1cXed0,Entertainment,2451,,2443,2447,2447,2451,152,,2.815299987792968,2.972100019454956,3.185499906539917,3.388799905776977,,152,152,152,152,146,6,,,,,,,,,,,,,,,"Lifestyle,Religion",2024-01-29 11:16,The Illegitimate Game,,,,4prcMfzyURw-PsWyxmukFA,55,False,,,
📚Do This to STUDY MORE📈Procrastination Solution💯(Secret study technique🌟)#studytips #class10,youtube,www.youtube.com/watch?v=s2uSuvirl04,s2uSuvirl04,https://www.youtube.com/watch?v=s2uSuvirl04,Education,3729,,,2351,2754,3729,151,,,1.93340003490448,2.085500001907348,2.212800025939941,,,95,112,151,143,8,,,,,,,,,,,,,,,Knowledge,2024-01-20 14:38,ClassXplained,57400,IN,Education,u9rnXUsG1-mzldSuwrk2eQ,34,False,,,
Procrastination. Le truc à savoir,youtube,www.youtube.com/watch?v=jdsvr0eFHbQ,jdsvr0eFHbQ,https://www.youtube.com/watch?v=jdsvr0eFHbQ,Howto & Style,1549,689,944,1056,1255,1549,151,5.305500030517578,5.035299777984619,5.250999927520752,5.379499912261963,5.297900199890137,87,106,117,133,151,138,13,,,,,,,,,,,https://www.facebook.com/838580136252154?brand_redir=DISABLE,,,,,2024-02-18 10:00,Noémie de Saint-Sernin,62300,FR,People & Blogs,0xkgI7SMiD0uzLgxRJsb_g,486,False,,,
Real Talk Ep.11 How to overcome procrastination and beating that mental game.,youtube,www.youtube.com/watch?v=UU8F2QRjfzE,UU8F2QRjfzE,https://www.youtube.com/watch?v=UU8F2QRjfzE,People & Blogs,17619,,,5485,12099,17619,151,,,0.8287000060081481,0.5722000002861021,0.468300014734268,,,95,135,151,150,1,,,,,,,,,,,,,,"shot,film,film editing",Lifestyle,2024-01-27 00:18,Bobby Liauw,106000,CA,Film & Movies,DlwJKN4uFix4ooeOwyZSVQ,712,False,"Movies & TV,Movies & TV/Movies",,
SOME DAILY MOTIVATION😤🙌#Shorts #dopaminedetox #procrastination #motivation#viral,youtube,www.youtube.com/watch?v=HzmAZxXj7q4,HzmAZxXj7q4,https://www.youtube.com/watch?v=HzmAZxXj7q4,Education,2566,2439,2498,2531,2550,2559,151,2.198299884796142,2.463500022888183,2.741100072860717,3.076900005340576,3.245800018310547,126,136,145,153,152,136,15,,,,,,,,,,,,,,,Lifestyle,2024-01-17 22:36,DOPAMINE FREEDOM,3020,DK,General Interest,C2uBTHyg9XAeVm6sSH9zaQ,11,False,,,
TASK FAILED SUCESSFULLY🤯🤩#Shorts #dopaminedetox #procrastination #motivation#viral,youtube,www.youtube.com/watch?v=zyexhyBVrbg,zyexhyBVrbg,https://www.youtube.com/watch?v=zyexhyBVrbg,Education,2928,,,2816,2919,2923,149,,,2.25979995727539,2.670399904251098,2.8041999340057373,,,133,152,150,145,4,,,,,,,,,,,,,,,Entertainment,2024-01-10 09:35,DOPAMINE FREEDOM,3020,DK,General Interest,C2uBTHyg9XAeVm6sSH9zaQ,21,False,,,
Tristan Tate's Advice on Procrastination,youtube,www.youtube.com/watch?v=xBWVzB295CI,xBWVzB295CI,https://www.youtube.com/watch?v=xBWVzB295CI,People & Blogs,3392,,,3347,3378,3392,149,,,2.115700006484985,2.26200008392334,2.400399923324585,,,148,149,149,145,4,,,,,,,,,,,,,,,Entertainment,2024-01-18 07:03,HustleHaven,,,,5t0amtSKVygypwcMNgM2xg,56,False,,,
Procrastination | Canon R6 Short Film,youtube,www.youtube.com/watch?v=8FxkAVvhcnA,8FxkAVvhcnA,https://www.youtube.com/watch?v=8FxkAVvhcnA,Sports,2410,,181,217,1432,2328,149,,,,,,,34,37,112,148,126,23,,,,,,,,,,,,30k.visuals,https://www.tiktok.com/@30k.visuals,,"Film,Hobby,Lifestyle",2024-01-20 19:30,30k.visuals,407,US,General Interest,fRTzcTcO1HXm6kOQsiY6VQ,100,False,,,
What Biblical Passages Or Teachings Guide Us On Avoiding Procrastination? #bible #teaching,youtube,www.youtube.com/watch?v=1lv8aPXTLHg,1lv8aPXTLHg,https://www.youtube.com/watch?v=1lv8aPXTLHg,People & Blogs,2526,,,2512,2521,2524,148,,,2.780900001525879,3.010600090026855,3.204200029373169,,,146,148,148,135,13,,,,,,,,,,,,,,,"Lifestyle,Religion",2024-01-11 23:50,BB's Channel,,,,xoHiDu-ItxIM8MC9t6YkMQ,49,False,,,
Win The Day - Power Of Today ( No Procrastination) | Best Motivational Speech By Titan Man,youtube,www.youtube.com/watch?v=_6YCdvn_jK8,_6YCdvn_jK8,https://www.youtube.com/watch?v=_6YCdvn_jK8,People & Blogs,2365,618,802,891,1163,1948,148,6.102200031280518,5.214200019836426,5.09660005569458,4.811600208282471,3.710599899291992,89,92,94,108,133,135,13,,,,,,,,,,,,,,,Lifestyle,2023-12-24 16:33,Titan Man,294000,IN,People & Blogs,YZqloPdsqvRoxjj81SHwAg,352,True,,,
Overcoming Procrastination: Tips and Techniques for Getting Things Done,youtube,www.youtube.com/watch?v=c_SPjSzP_aM,c_SPjSzP_aM,https://www.youtube.com/watch?v=c_SPjSzP_aM,People & Blogs,11131,,,5719,6699,11169,148,,,0.8616999983787531,0.9338999986648561,0.7240999937057491,,,103,122,148,144,4,,,,,,,,,,,,,,,Lifestyle,2024-01-17 14:21,Adam Prudhomme,10200,,Business,lBjGFKHW4elTSDbXBo9CLg,772,False,,,
